,wvs,star_spect,star_err,1,2,3,4,5,6,7,8,9,10,12,14,16,18,20
0,1.159561439621683,36431.9419183119,1914.6512576993293,0.003190082292399397,0.0032695574566406708,0.0034031102105758788,0.003409759890337869,0.0034087000724117604,0.0034460364648124012,0.0034559747844855036,0.0034066524824263276,0.003437921123297846,0.0033956055108497556,0.0033906214004488676,0.003402792176269311,0.0033623594281487782,0.0033777681407311673,0.003373283874548086
1,1.1996970519444243,34484.56807324115,1812.3085994343467,0.0034987618531443824,0.003533493111779415,0.0037253675225943795,0.003781088853287564,0.0037859915446869412,0.0037806765138771433,0.0038254254870922566,0.0038019724738831565,0.003809950372144869,0.0037603240321098285,0.0037790171282588193,0.0037222904556331073,0.003802357180638526,0.0038355064569002466,0.0038094479958654393
2,1.241221868255397,32642.098778922355,1715.4791150343742,0.004586189958466737,0.004726806366674217,0.004717152904738789,0.004727622960059023,0.0047627389617119825,0.0047665600564069585,0.004782551894852931,0.0047420316737298435,0.004789270329888956,0.004753384451090153,0.004824792089812393,0.004804532572235514,0.004807404757520254,0.0048262318315582375,0.004808518350466634
3,1.2841839727274647,27545.518074874682,1447.6324359621772,0.005891629496343615,0.005938329701003811,0.0060456770813884664,0.00606474450568213,0.0061554596498785055,0.00631152818884072,0.006370602138814492,0.006318661611898661,0.006394895168831606,0.006463484440458708,0.006459427933596673,0.006480527814299916,0.00651525238540629,0.00647508521256082,0.006458313978109059
4,1.3286331138590317,29199.3198512819,1534.5466514679915,0.0060166225498810445,0.006096912547693392,0.006377774555084873,0.006425255437779236,0.006620249676842414,0.006711036040766261,0.006782368798607557,0.006768916159547074,0.0068110515714369215,0.006792283775652233,0.006831829945370162,0.006868056056159202,0.00685939385141409,0.006909809691101316,0.006905114409687802
5,1.3746207620809328,27594.550196833166,1450.2092794965126,0.005233025830226242,0.005112489516214185,0.005189708461277925,0.005253169128230751,0.005257199320829422,0.005261510076109765,0.0052733273404296,0.005369787325975966,0.005316571228260814,0.005286889299637018,0.005386915469862427,0.005460296940742119,0.005411632064558005,0.005495153412928251,0.0055120462519448144
6,1.4714264308490794,24718.033679043157,1299.0362791407101,0.005873170365191043,0.006443742064744423,0.006961792385384224,0.007258060531507256,0.00736394896760044,0.007428451598222002,0.007480943902871197,0.007580949230406714,0.007526076465019678,0.007401882468946837,0.007434092419286545,0.0073349425403066194,0.007393073748639366,0.007365000203466003,0.007390315781325407
7,1.5223565487126587,23372.46597107644,1228.3210559402926,0.008512209855670444,0.008931407072724941,0.009366899850295663,0.009566069880543258,0.009785851536823322,0.009938049187912005,0.010047808131467967,0.010121645624813222,0.010019762477529991,0.01019480325783119,0.010430528565297926,0.010461289851409745,0.010601222047207261,0.010580785054220651,0.01057476735240435
8,1.575049498105709,21956.589266565254,1153.9108002608684,0.011571903690808282,0.012426739131668911,0.012906909456541042,0.012945855354218994,0.012981182614361143,0.012913991252642977,0.013168206115811034,0.013143586806239891,0.013227780708557206,0.01306653697194736,0.013315916581012822,0.013199260843009337,0.013412114612884602,0.013385068378121435,0.013364523973607973
9,1.6295662954784504,21173.545622331083,1112.7585745127028,0.016190416367857917,0.01684164605627496,0.017440867231136536,0.017452895448428776,0.017768526161963883,0.017867461615017993,0.01768690292125518,0.017770212585661402,0.017842786733241044,0.017966441871180572,0.018116804995500165,0.018118204738250345,0.01820217854947718,0.018192149060509692,0.018203976511439224
10,1.6859700692283497,19033.81902086162,1000.3069726238391,0.021363262021510256,0.021976145558016545,0.022399133900306203,0.02253189906003742,0.02278287467309278,0.022851518277450578,0.02279927573192152,0.022855698976178826,0.023068406827113093,0.02307605009659515,0.022780627339286288,0.02297954690091149,0.023025505703740567,0.023055851483006862,0.023030256518579453
11,1.7443261328004294,18754.456192092177,985.6252849812431,0.020279020611911298,0.021447475229294685,0.021928896825176604,0.022649774755148344,0.022923671123898367,0.022836440872616656,0.02311011646774549,0.023221224205884607,0.02336669061323016,0.023254829928688908,0.023593131291037423,0.02356595844114006,0.023678340911237043,0.023737947701172116,0.023737363656417914
12,1.8047020603177726,17974.19726621929,944.6194078555233,0.020403920991363247,0.02115140708067379,0.02153392951648897,0.02240082680975464,0.023104955836962596,0.022988355745246273,0.022738444896872923,0.023391762397194416,0.02382826509441923,0.023743653719618844,0.02392195707630549,0.024072021733640273,0.02404932562882724,0.02404183150339365,0.02402625369229376
13,1.9986603402096956,15114.391689180497,794.3246374825859,0.02596260476628804,0.028352424358682213,0.03023031444918621,0.030531180236218362,0.030957517281693762,0.03170249631438131,0.032411269211486474,0.03238241139833448,0.032860656882066464,0.03243030961349308,0.03260119338371451,0.03272679521784444,0.032807827409713795,0.032865463962622216,0.032881257120434354
